"ID","Type","Censored","Collection Date","Divergence","Estimated Date","Date Difference"
"AY824059_env_DPI_354","RNA",0,354,0.014114519365,154.846574948058,-199.153425051942
"AY824051_env_DPI_291","RNA",1,291,0.020055114141,391.509491499814,100.509491499814
"AY824049_env_DPI_291","RNA",0,291,0.0171227096875,274.687621528411,-16.3123784715891
"AY824043_env_DPI_201","RNA",1,201,0.0141175417395,154.966981067488,-46.0330189325123
"AY824039_env_DPI_14","RNA",0,14,0.0141175416365,154.966976964148,140.966976964148
"AY824071_env_DPI_748","RNA",0,748,0.0170767481005,272.856592205773,-475.143407794227
"AY824052_env_DPI_291","RNA",0,291,0.0200480434325,391.227806827017,100.227806827017
"AY824072_env_DPI_748","RNA",0,748,0.0260551094745,630.538822478546,-117.461177521454
"AY824056_env_DPI_354","RNA",0,354,0.020070259276,392.112847216846,38.1128472168458
"AY824065_env_DPI_748","RNA",1,748,0.023060168783,511.225618047664,-236.774381952336
"AY824068_env_DPI_748","RNA",1,748,0.029106178696,752.088089477647,4.08808947764669
"AY824070_env_DPI_748","RNA",1,748,0.03201589769,868.006210378287,120.006210378287
"AY824062_env_DPI_748","RNA",1,748,0.035264885071,997.440191052028,249.440191052028
"AY824063_env_DPI_748","RNA",0,748,0.0260295798155,629.521765469049,-118.478234530951
"AY824069_env_DPI_748","RNA",1,748,0.0290735668255,750.788889535931,2.78888953593059
"AY824061_env_DPI_748","RNA",0,748,0.0352528169165,996.959416862059,248.959416862059
"AY824067_env_DPI_748","RNA",0,748,0.032170029235,874.146541834608,126.146541834608
"AY824074_env_DPI_748","RNA",1,748,0.029032552644,749.154956204374,1.15495620437446
"AY824064_env_DPI_748","RNA",1,748,0.03233250429,880.619264151665,132.619264151665
"AY824060_env_DPI_748","RNA",1,748,0.0230497528485,510.810665415759,-237.189334584241
"AY824073_env_DPI_748","RNA",1,748,0.032102949741,871.474211994001,123.474211994001
"AY824058_env_DPI_354","RNA",0,354,0.0350334628045,988.220732292414,634.220732292414
"AY824066_env_DPI_748","RNA",0,748,0.0321747188065,874.333366169614,126.333366169614
"AY824057_env_DPI_354","RNA",0,354,0.0171156854095,274.407786565611,-79.5922134343889
"AY824050_env_DPI_291","RNA",0,291,0.0141339629895,155.621174976509,-135.378825023491
"AY824054_env_DPI_354","RNA",0,354,0.0199989553655,389.272224003721,35.2722240037207
"AY824053_env_DPI_291","RNA",1,291,0.0141175149315,154.965913083606,-136.034086916394
"AY824044_env_DPI_201","RNA",1,201,0.0170880726425,273.307742172971,72.3077421729713
"AY824055_env_DPI_354","RNA",1,354,0.0201688152575,396.039145324174,42.0391453241737
"AY824047_env_DPI_291","RNA",0,291,0.0170261456015,270.840677057591,-20.1593229424089
"AY824038_env_DPI_14","RNA",1,14,0.0112237480275,39.6832955772974,25.6832955772974
"AY824048_env_DPI_291","RNA",0,291,0.020060934916,391.741381005837,100.741381005837
"AY824046_env_DPI_291","RNA",1,291,0.011185006197,38.1398887393617,-252.860111260638
"AY824041_env_DPI_14","RNA",1,14,0.02971787041,776.456818624201,762.456818624201
"AY824040_env_DPI_14","RNA",1,14,0.0020970234165,-323.909466839384,-337.909466839384
"AY824037_env_DPI_14","RNA",0,14,0.0008069858788,-375.302308405814,-389.302308405814
